name,position,team,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,In_DreamTeam
Jacob Murphy,MID,Newcastle,1,0,21,0,11.3,304,25,2,0,6.8,34.2,2021-08-28T14:00:00Z,90,16,0,0,0,0,3,0,28763,2,2,22,5,2037,8833,6796,50,TRUE,0,3,0
Mason Mount,MID,Chelsea,0,0,5,0,18.4,138,23,1,0,3.2,5.8,2021-08-28T16:30:00Z,90,11,0,0,0,0,3,0,1398037,1,1,8,2,-95895,73827,169722,75,FALSE,0,3,0
Anwar El Ghazi,MID,Aston Villa,0,0,2,0,36.9,42,21,1,0,4.8,6.4,2021-08-28T14:00:00Z,90,3,0,0,0,0,3,0,117718,1,1,5,1,30007,43936,13929,60,TRUE,1,3,0
Kyle Walker-Peters,DEF,Southampton,0,0,13,0,27.3,342,25,2,0,4.8,11.8,2021-08-28T14:00:00Z,90,14,0,0,0,0,3,0,48092,2,2,9,0,-5781,2241,8022,49,FALSE,1,3,0
Mohamed Elyounoussi,MID,Southampton,0,1,27,0,23.6,517,25,2,1,16.2,49.6,2021-08-28T14:00:00Z,90,14,0,0,0,0,3,0,2757,2,2,89,8,171,602,431,55,FALSE,0,3,0
Luke Thomas,DEF,Leicester,0,0,14,0,10.6,219,26,1,0,2.5,14,2021-08-28T14:00:00Z,90,15,0,0,0,0,3,0,90122,2,1,0,2,3718,17205,13487,45,FALSE,0,3,0
Diego Llorente,DEF,Leeds,0,0,10,0,1,190,29,1,0,1.9,18,2021-08-29T13:00:00Z,64,5,0,0,0,0,3,0,6401,1,1,0,2,-425,466,891,45,FALSE,0,3,0
Mohamed Salah,MID,Liverpool,0,3,27,0,45.1,233,23,1,1,14,46.8,2021-08-28T16:30:00Z,90,6,0,0,0,0,3,0,4031662,1,1,48,10,-203411,89165,292576,126,TRUE,0,3,0
Wilfried Zaha,MID,Crystal Palace,0,0,10,0,22.8,154,28,2,0,3.5,8.8,2021-08-28T14:00:00Z,90,19,0,0,0,0,3,0,403025,2,2,3,2,-89293,9307,98600,69,FALSE,0,3,1
Freddie Woodman,GK,Newcastle,0,0,16,0,0,513,25,2,0,2.6,26.2,2021-08-28T14:00:00Z,90,16,0,0,0,0,3,4,47692,2,2,0,2,4380,10650,6270,45,TRUE,0,3,0
Robert Sánchez,GK,Brighton,0,0,17,0,0,69,22,2,0,2.2,22.4,2021-08-28T14:00:00Z,90,8,0,0,0,0,3,3,1839826,2,0,0,2,31641,88721,57080,45,TRUE,0,3,0
Ben Mee,DEF,Burnley,0,0,9,0,10.2,106,29,1,0,4.5,17.2,2021-08-29T13:00:00Z,90,10,0,0,0,0,3,0,55742,1,1,18,1,-4999,1898,6897,50,TRUE,1,3,0
Pascal Struijk,DEF,Leeds,0,0,13,0,0.3,198,29,1,0,2.4,23.4,2021-08-29T13:00:00Z,90,5,0,0,0,0,3,0,27669,1,1,0,1,-2466,939,3405,45,FALSE,1,3,0
Edouard Mendy,GK,Chelsea,0,0,19,0,0,143,23,1,0,4,40,2021-08-28T16:30:00Z,90,11,0,0,0,0,3,6,774783,1,1,0,3,-17274,28114,45388,60,FALSE,1,3,1
Marc Guéhi,DEF,Crystal Palace,0,0,12,0,0.7,477,28,2,0,4.8,20,2021-08-28T14:00:00Z,90,19,0,0,0,0,3,0,24959,2,2,27,1,-547,1707,2254,45,FALSE,0,3,0
Todd Cantwell,MID,Norwich,0,0,6,0,1.8,325,26,2,0,1.3,6.2,2021-08-28T14:00:00Z,90,9,0,0,0,0,3,0,48753,2,1,5,1,-5387,3798,9185,55,TRUE,1,3,0
Jarrod Bowen,MID,West Ham,0,0,7,0,33.3,420,28,2,0,4.8,9.6,2021-08-28T14:00:00Z,78,7,0,0,0,0,3,0,89640,2,2,5,2,-18272,6762,25034,64,TRUE,0,3,0
Francisco Machado Mota de Castro Trincão,MID,Wolves,0,0,13,1,4.6,461,30,0,0,3.9,8.4,2021-08-29T15:30:00Z,69,13,0,0,0,0,3,0,27131,1,0,26,3,-4385,2119,6504,59,TRUE,0,3,0
Moussa Sissoko,MID,Watford,0,0,0,0,20.9,354,27,1,0,2.8,2.2,2021-08-29T13:00:00Z,70,17,0,0,0,0,3,0,108947,0,1,5,1,-8656,2884,2622,45,FALSE,1,3,0
Raphael Dias Belloli,MID,Leeds,0,0,3,0,30.2,196,29,1,0,6.8,11.6,2021-08-29T13:00:00Z,90,5,0,0,0,0,3,0,1350393,1,1,26,2,108379,213539,105160,65,FALSE,0,3,0
Rúben Diogo da Silva Neves,MID,Wolves,0,0,9,0,13.6,436,30,1,0,3.3,11.2,2021-08-29T15:30:00Z,90,13,0,0,0,0,3,0,100356,1,0,8,1,-10077,5193,15270,55,TRUE,1,3,0
Mateo Kovacic,MID,Chelsea,0,0,4,0,1.2,125,23,0,0,2.9,10.4,2021-08-28T16:30:00Z,45,11,0,0,0,0,3,0,76638,1,1,17,1,7145,22573,15428,50,FALSE,0,3,1
Conor Gallagher,MID,Crystal Palace,0,3,50,0,24.1,144,28,2,2,15.8,79.8,2021-08-28T14:00:00Z,90,19,0,0,0,0,3,0,4575,2,2,54,15,373,1048,675,55,FALSE,0,3,0
Rico Henry,DEF,Brentford,0,0,4,0,11.3,83,21,1,0,2.9,9.4,2021-08-28T14:00:00Z,90,2,0,0,0,0,3,0,82124,1,1,8,2,9665,18742,9077,45,FALSE,0,3,0
Rodrigo Moreno,FWD,Leeds,0,0,12,0,26,187,29,1,0,3.7,9.4,2021-08-29T13:00:00Z,72,5,0,0,0,0,3,0,100794,1,1,2,1,-23171,9357,32528,64,FALSE,1,3,0
Callum Wilson,FWD,Newcastle,0,3,30,1,1.3,296,25,0,1,7.5,36.2,2021-08-28T14:00:00Z,68,16,0,0,0,0,3,0,457795,2,2,37,9,-85812,32919,118731,75,TRUE,0,3,0
Joel Matip,DEF,Liverpool,0,0,8,0,3.6,224,23,1,0,3.8,16.2,2021-08-28T16:30:00Z,90,6,0,0,0,0,3,0,98977,1,1,18,2,19020,35149,16129,50,TRUE,0,3,0
Virgil van Dijk,DEF,Liverpool,0,0,20,0,2.9,229,23,1,0,3.8,20.2,2021-08-28T16:30:00Z,90,6,0,0,0,0,3,0,1111675,1,1,15,2,-10621,64436,75057,65,TRUE,0,3,0
Saïd Benrahma,MID,West Ham,0,0,10,0,17.9,419,28,2,0,4.7,12.2,2021-08-28T14:00:00Z,90,7,0,0,0,0,3,0,2078311,2,2,17,2,1090832,1127867,37035,63,TRUE,0,3,0
Max Aarons,DEF,Norwich,0,2,27,0,42.8,326,26,2,0,9.1,30.2,2021-08-28T14:00:00Z,90,9,0,0,0,0,3,0,148083,2,1,18,3,-18349,5103,23452,45,TRUE,0,3,0
Demarai Gray,MID,Everton,0,0,25,1,22.7,484,22,0,1,10.4,39.8,2021-08-28T14:00:00Z,80,4,0,0,0,0,3,0,115371,2,0,41,8,70651,87245,16594,55,FALSE,0,3,0
Antonio Rüdiger,DEF,Chelsea,0,0,8,0,3.3,127,23,1,0,1.8,14.2,2021-08-28T16:30:00Z,90,11,0,0,0,0,3,0,572284,1,1,0,1,-14441,38832,53273,55,FALSE,1,3,0
Jamaal Lascelles,DEF,Newcastle,0,0,0,0,0.3,299,25,2,0,0.3,0,2021-08-28T14:00:00Z,90,16,0,0,0,0,3,0,26590,2,2,4,0,-1583,1558,3141,45,TRUE,1,3,0
Douglas Luiz Soares de Paulo,MID,Aston Villa,0,0,10,0,11.5,50,21,1,0,2.3,7.4,2021-08-28T14:00:00Z,90,3,0,0,0,0,3,0,60764,1,1,4,2,-264,6099,6363,45,TRUE,0,3,0
Sergi Canós,MID,Brentford,0,0,10,0,1.2,81,21,1,0,3.6,8.4,2021-08-28T14:00:00Z,90,2,0,0,0,0,3,0,268454,1,1,26,2,29472,77051,47579,55,FALSE,0,3,0
Ismaila Sarr,MID,Watford,0,0,5,0,26.1,399,27,1,0,11.7,16.8,2021-08-29T13:00:00Z,90,17,0,0,0,0,3,0,365191,0,1,74,2,-51713,38605,90318,60,FALSE,0,3,0
Lukasz Fabianski,GK,West Ham,0,0,6,0,0,408,28,2,0,0.2,1.8,2021-08-28T14:00:00Z,90,7,0,0,0,0,3,0,156599,2,2,0,1,-2542,10631,13173,50,TRUE,0,3,0
Grant Hanley,DEF,Norwich,0,0,11,0,0.2,319,26,2,0,1.5,12.4,2021-08-28T14:00:00Z,90,9,0,0,0,0,3,0,12072,2,1,2,1,-1600,285,1885,45,TRUE,0,3,0
Emiliano Martínez,GK,Aston Villa,0,0,14,0,0,30,21,1,0,1.2,11.8,2021-08-28T14:00:00Z,90,3,0,0,0,0,3,1,2332815,1,1,0,2,-102649,27897,130546,55,TRUE,0,3,0
Oriol Romeu Vidal,MID,Southampton,0,0,16,0,19,335,25,1,0,5.5,11.8,2021-08-28T14:00:00Z,87,14,0,0,0,0,3,0,45605,2,2,24,2,1546,6517,4971,45,FALSE,0,3,0
Çaglar Söyüncü,DEF,Leicester,0,0,12,0,0.7,217,26,1,0,2.1,20,2021-08-28T14:00:00Z,90,15,0,0,0,0,3,0,239016,2,1,0,2,-10367,17254,27621,50,FALSE,0,3,0
Danny Ings,FWD,Aston Villa,1,0,14,0,11.3,337,21,1,0,6.1,22.4,2021-08-28T14:00:00Z,90,3,0,0,0,0,3,0,3078954,1,1,27,4,160783,339661,178878,81,TRUE,1,3,0
Gabriel Fernando de Jesus,FWD,Man City,1,3,53,1,60.7,263,24,0,1,16.2,61.8,2021-08-28T11:30:00Z,60,1,0,0,0,0,3,0,331920,0,5,39,12,62491,95472,32981,85,TRUE,0,3,0
Dominic Calvert-Lewin,FWD,Everton,0,3,34,1,12.1,177,22,0,1,7,36.4,2021-08-28T14:00:00Z,69,4,0,0,0,0,3,0,1259992,2,0,21,9,211212,333672,122460,82,FALSE,0,3,0
Kalvin Phillips,MID,Leeds,0,0,9,0,16.5,191,29,1,0,3.4,13.6,2021-08-29T13:00:00Z,90,5,0,0,0,0,3,0,165554,1,1,4,1,-10935,10517,21452,50,FALSE,1,3,0
Oliver Skipp,MID,Spurs,0,0,9,1,6.5,373,27,0,0,1.8,9.2,2021-08-29T13:00:00Z,90,18,0,0,0,0,3,0,72730,0,1,2,2,11452,24581,13129,45,TRUE,1,3,0
Ethan Pinnock,DEF,Brentford,0,0,15,0,0.8,91,21,1,0,2.5,18.6,2021-08-28T14:00:00Z,90,2,0,0,0,0,3,0,463814,1,1,6,2,115761,157863,42102,46,FALSE,0,3,0
Vitaly Janelt,MID,Brentford,0,0,14,0,21.7,84,21,1,0,3.4,12.4,2021-08-28T14:00:00Z,88,2,0,0,0,0,3,0,4980,1,1,0,1,67,761,694,50,FALSE,1,3,0
Davinson Sánchez,DEF,Spurs,0,0,23,1,1.6,367,27,0,0,2.4,11.4,2021-08-29T13:00:00Z,90,18,0,0,0,0,3,0,163181,0,1,11,6,73588,87065,13477,45,TRUE,0,3,0
Bryan Mbeumo,MID,Brentford,0,0,3,0,0.8,96,21,1,0,2.7,4.8,2021-08-28T14:00:00Z,79,2,0,0,0,0,3,0,91818,1,1,21,2,-8688,11690,20378,55,FALSE,0,3,0
Abdoulaye Doucouré,MID,Everton,0,0,9,1,14.1,173,22,0,0,4.1,5.6,2021-08-28T14:00:00Z,90,4,0,0,0,0,3,0,125921,2,0,21,3,42138,61071,18933,55,FALSE,0,3,1
Tim Krul,GK,Norwich,0,0,9,0,0,314,26,2,0,1.2,12,2021-08-28T14:00:00Z,90,9,0,0,0,0,3,1,109843,2,1,0,1,-7350,3014,10364,45,TRUE,0,3,0
Rodrigo Hernandez,MID,Man City,0,0,36,1,35.5,266,24,0,1,10.8,55.2,2021-08-28T11:30:00Z,90,1,0,0,0,0,3,0,31545,0,5,17,7,-964,3679,4643,55,TRUE,1,3,0
Axel Tuanzebe,DEF,Aston Villa,0,0,14,0,0.2,283,21,1,0,3.9,21.8,2021-08-28T14:00:00Z,90,3,0,0,0,0,3,0,51968,1,1,17,2,-5695,1975,7670,45,TRUE,0,3,0
Patrick Bamford,FWD,Leeds,0,2,26,0,3.8,189,29,1,1,10.6,33.4,2021-08-29T13:00:00Z,90,5,0,0,0,0,3,0,1067864,1,1,69,8,-148692,61025,209717,79,FALSE,0,3,0
Marc Albrighton,MID,Leicester,0,1,26,0,5.6,202,26,1,1,6.4,39.6,2021-08-28T14:00:00Z,90,15,0,0,0,0,3,0,13185,2,1,19,7,-1800,776,2576,54,FALSE,1,3,0
Jamie Vardy,FWD,Leicester,1,3,41,0,10.6,205,26,1,1,10.7,60.4,2021-08-28T14:00:00Z,90,15,0,0,0,0,3,0,1125378,2,1,36,12,-106318,77000,183318,105,FALSE,0,3,0
Alisson Ramses Becker,GK,Liverpool,0,0,14,0,0,231,23,1,0,2,19.8,2021-08-28T16:30:00Z,90,6,0,0,0,0,3,2,536317,1,1,0,2,-11731,25474,37205,60,TRUE,0,3,0
Emiliano Buendía Stati,MID,Aston Villa,0,3,29,0,40.3,43,21,1,1,10.2,52.2,2021-08-28T14:00:00Z,90,3,0,0,0,0,3,0,268257,1,1,9,10,-109936,10239,120175,64,TRUE,0,3,0
Miguel Almirón,MID,Newcastle,0,0,4,0,5.1,308,25,2,0,2,15,2021-08-28T14:00:00Z,90,16,0,0,0,0,3,0,34218,2,2,0,2,-2899,4111,7010,55,TRUE,0,3,0
Pablo Fornals,MID,West Ham,0,0,25,0,17.3,423,28,2,1,9.4,37.6,2021-08-28T14:00:00Z,86,7,0,0,0,0,3,0,68619,2,2,39,7,31368,39653,8285,60,TRUE,0,3,0
Andros Townsend,MID,Everton,0,0,11,1,13.3,482,22,0,0,4.5,22.2,2021-08-28T14:00:00Z,90,4,0,0,0,0,3,0,50716,2,0,9,3,-11961,2556,14517,55,FALSE,0,3,1
Marcos Alonso,DEF,Chelsea,0,0,9,0,11.9,122,23,1,0,3.9,22.6,2021-08-28T16:30:00Z,90,11,0,0,0,0,3,0,697605,1,1,4,2,139496,192118,52622,56,FALSE,0,3,0
Allan Marques Loureiro,MID,Everton,1,2,32,1,36.9,171,22,0,0,7.7,40.2,2021-08-28T14:00:00Z,90,4,0,0,0,0,3,0,124951,2,0,0,8,4364,22181,17817,45,FALSE,0,3,0
Oleksandr Zinchenko,DEF,Man City,0,0,9,0,7.2,264,24,0,0,1.8,2.4,2021-08-28T11:30:00Z,45,1,0,0,0,0,3,0,96623,0,5,8,1,-22500,3151,25651,54,TRUE,0,3,0
Adam Armstrong,FWD,Southampton,1,0,14,0,25,525,25,2,0,7.7,2.2,2021-08-28T14:00:00Z,90,14,0,0,0,0,3,0,276132,2,2,50,5,97770,142047,44277,60,FALSE,0,3,0
Pierre-Emerick Aubameyang,FWD,Arsenal,0,0,0,0,1.4,4,24,4,0,0.1,0,2021-08-28T11:30:00Z,58,12,0,0,0,0,3,0,93954,0,5,0,1,-10890,11676,22566,99,FALSE,0,3,0
José Malheiro de Sá,GK,Wolves,0,0,13,0,0,475,30,1,0,1.4,13.6,2021-08-29T15:30:00Z,90,13,0,0,0,0,3,2,31706,1,0,0,2,602,4304,3702,50,TRUE,0,3,0
Matthew Cash,DEF,Aston Villa,0,0,7,0,1.5,44,21,1,0,2.3,15.2,2021-08-28T14:00:00Z,90,3,0,0,0,0,3,0,147978,1,1,6,1,4704,18272,13568,50,TRUE,1,3,0
Allan Saint-Maximin,FWD,Newcastle,0,1,27,0,34,307,25,2,1,10.9,44.4,2021-08-28T14:00:00Z,90,16,0,0,0,0,3,0,398778,2,2,31,6,-49205,59238,108443,65,TRUE,1,3,0
Joel Ward,DEF,Crystal Palace,0,0,13,0,0.8,474,28,2,0,1.4,12.8,2021-08-28T14:00:00Z,90,19,0,0,0,0,3,0,18914,2,2,0,1,-1581,1008,2589,45,FALSE,0,3,0
Milot Rashica,MID,Norwich,0,0,8,0,21.7,449,26,2,0,4,10.2,2021-08-28T14:00:00Z,90,9,0,0,0,0,3,0,13678,2,1,8,2,-1847,683,2530,55,TRUE,0,3,0
Vladimir Coufal,DEF,West Ham,0,0,11,0,24.7,418,28,2,0,4.6,19.6,2021-08-28T14:00:00Z,90,7,0,0,0,0,3,0,956620,2,2,2,1,17636,91910,74274,50,TRUE,0,3,0
Emile Smith Rowe,MID,Arsenal,0,0,8,0,0.5,21,24,5,0,1.7,10.8,2021-08-28T11:30:00Z,90,12,0,0,0,0,3,0,400421,0,5,6,2,-78870,21781,100651,54,FALSE,0,3,0
Christian Benteke,FWD,Crystal Palace,1,0,21,0,22.4,149,28,2,0,7.6,33.2,2021-08-28T14:00:00Z,90,19,0,0,0,0,3,0,84428,2,2,20,5,-17404,4499,21903,64,FALSE,0,3,0
Bamidele Alli,MID,Spurs,0,0,5,1,3.3,363,27,0,0,3.3,8.2,2021-08-29T13:00:00Z,90,18,0,0,0,0,3,0,266000,0,1,21,2,127144,156547,29403,65,TRUE,1,3,0
Tino Livramento,DEF,Southampton,0,0,16,0,34.8,491,25,2,0,5.8,13,2021-08-28T14:00:00Z,90,14,0,0,0,0,3,0,414345,2,2,10,1,237321,260098,22777,41,FALSE,0,3,0
Ashley Westwood,MID,Burnley,0,0,13,0,18.4,107,29,1,0,2.9,10.4,2021-08-29T13:00:00Z,90,10,0,0,0,0,3,0,35188,1,1,0,2,-16539,377,16916,54,TRUE,0,3,0
Charlie Taylor,DEF,Burnley,0,0,13,0,1.2,113,29,1,0,3,26.6,2021-08-29T13:00:00Z,90,10,0,0,0,0,3,0,39685,1,1,2,2,-3331,1491,4822,45,TRUE,0,3,0
Mason Holgate,DEF,Everton,0,0,26,1,0.4,178,22,0,0,1.9,19,2021-08-28T14:00:00Z,90,4,0,0,0,0,3,0,56972,2,0,0,6,-10311,2021,12332,45,FALSE,0,3,0
Jack Stephens,DEF,Southampton,0,0,16,0,23.1,338,25,2,0,4.3,17.6,2021-08-28T14:00:00Z,90,14,0,0,0,0,3,0,9035,2,2,2,1,85,1057,972,45,FALSE,0,3,0
Chris Wood,FWD,Burnley,0,3,29,0,34.3,109,29,1,1,13.7,41.8,2021-08-29T13:00:00Z,90,10,0,0,0,0,3,0,152732,1,1,61,9,-36355,9152,45507,69,TRUE,0,3,0
Nélson Cabral Semedo,DEF,Wolves,0,0,12,0,13,437,30,1,0,2.7,11.8,2021-08-29T15:30:00Z,90,13,0,0,0,0,3,0,103284,1,0,2,2,-8154,6333,14487,49,TRUE,0,3,0
Romain Saïss,DEF,Wolves,0,0,7,0,0.4,431,30,1,0,8.1,30.2,2021-08-29T15:30:00Z,90,13,0,0,0,0,3,0,42467,1,0,50,1,-3454,2309,5763,50,TRUE,1,3,0
Ben Gibson,DEF,Norwich,0,0,15,0,0.8,456,26,2,0,2.5,21.8,2021-08-28T14:00:00Z,90,9,0,0,0,0,3,0,7085,2,1,2,1,-754,286,1040,45,TRUE,0,3,0
Oghenekaro Peter Etebo,MID,Watford,0,0,15,0,15.1,467,27,1,0,2.7,11.4,2021-08-29T13:00:00Z,90,17,0,0,0,0,3,0,17835,0,1,0,1,444,3253,2809,45,FALSE,1,3,0
Jordan Ayew,FWD,Crystal Palace,0,0,10,0,0.9,153,28,2,0,3.6,15.2,2021-08-28T14:00:00Z,90,19,0,0,0,0,3,0,55756,2,2,20,2,-12296,4174,16470,60,FALSE,0,3,0
Fernando Marçal,DEF,Wolves,0,0,11,0,2.8,432,30,1,0,2.1,18.2,2021-08-29T15:30:00Z,90,13,0,0,0,0,3,0,9021,1,0,0,2,1528,3208,1680,45,TRUE,0,3,1
Steven Bergwijn,MID,Spurs,1,0,18,1,4.1,369,27,0,0,4.8,3.8,2021-08-29T13:00:00Z,67,18,0,0,0,0,3,0,73146,0,1,40,6,14304,27789,13485,60,TRUE,0,3,0
Harry Maguire,DEF,Man Utd,0,1,30,1,0.7,273,30,0,0,5,27.2,2021-08-29T15:30:00Z,90,20,0,0,0,0,3,0,873199,1,0,22,7,-77057,20207,97264,55,FALSE,0,3,0
Raphaël Varane,DEF,Man Utd,1,3,35,1,10.5,555,30,0,0,4.7,36,2021-08-29T15:30:00Z,90,20,0,0,0,0,3,0,99101,1,0,0,12,12026,26767,14741,55,FALSE,0,3,0
Max Kilman,DEF,Wolves,0,0,15,0,0.7,439,30,1,0,1,9.2,2021-08-29T15:30:00Z,90,13,0,0,0,0,3,0,15234,1,0,0,2,150,2057,1907,45,TRUE,0,3,0
Teemu Pukki,FWD,Norwich,0,1,26,0,11,315,26,1,1,8.3,36.2,2021-08-28T14:00:00Z,72,9,0,0,0,0,3,0,397602,2,1,36,7,-74789,23171,97960,59,TRUE,0,3,0
Mohamed Naser El Sayed Elneny,MID,Arsenal,0,0,2,0,0.3,12,24,2,0,0.4,3.4,2021-08-28T11:30:00Z,45,12,0,0,0,0,3,0,45705,0,5,0,1,-4833,2947,7780,45,FALSE,0,3,0
Daniel James,MID,Man Utd,0,0,3,0,11,287,30,0,0,1.7,0,2021-08-29T15:30:00Z,52,20,0,0,0,0,3,0,12443,1,0,8,1,-1839,898,2737,60,FALSE,0,3,0
Kieran Tierney,DEF,Arsenal,0,0,14,0,14.3,16,24,5,0,3.6,19.8,2021-08-28T11:30:00Z,90,12,0,0,0,0,3,0,413442,0,5,2,0,-121781,8997,130778,49,FALSE,0,3,0
Adam Webster,DEF,Brighton,0,0,14,0,2.5,61,22,2,0,3.5,32.6,2021-08-28T14:00:00Z,90,8,0,0,0,0,3,0,47355,2,0,0,1,1553,6268,4715,45,TRUE,0,3,0
Alex McCarthy,GK,Southampton,0,0,12,0,0,334,25,2,0,1.8,18,2021-08-28T14:00:00Z,90,14,0,0,0,0,3,2,121899,2,2,0,1,3631,11571,7940,45,FALSE,0,3,0
Aaron Wan-Bissaka,DEF,Man Utd,0,2,31,1,3.1,288,30,0,0,2,17,2021-08-29T15:30:00Z,90,20,0,0,0,0,3,0,654005,1,0,0,8,-66740,11302,78042,55,FALSE,0,3,0
Joël Veltman,DEF,Brighton,0,0,8,0,22.6,62,22,1,0,3.5,9.8,2021-08-28T14:00:00Z,45,8,0,0,0,0,3,0,145679,2,0,3,1,-75572,550,76122,44,TRUE,0,3,0
Stuart Dallas,MID,Leeds,0,0,11,0,2.1,188,29,1,0,2,7.4,2021-08-29T13:00:00Z,90,5,0,0,0,0,3,0,984820,1,1,10,2,-96116,36656,132772,55,FALSE,0,3,0
Carney Chukwuemeka,MID,Aston Villa,0,0,6,0,3.3,526,21,1,0,0.6,2.8,2021-08-28T14:00:00Z,62,3,0,0,0,0,3,0,3114,1,1,0,2,-68,404,472,45,TRUE,0,3,0
Pierre Lees-Melou,MID,Norwich,1,0,10,0,11.3,471,26,1,0,2.4,0.8,2021-08-28T14:00:00Z,72,9,0,0,0,0,3,0,4859,2,1,12,4,-553,308,861,50,TRUE,1,3,0
Ivan Toney,FWD,Brentford,0,1,22,0,15.1,78,21,1,1,7.9,31.2,2021-08-28T14:00:00Z,90,2,0,0,0,0,3,0,1707531,1,1,33,6,-475891,46038,521929,64,FALSE,1,3,0
Lewis Dunk,DEF,Brighton,0,0,17,0,1.5,59,22,2,0,1.6,14.8,2021-08-28T14:00:00Z,90,8,0,0,0,0,3,0,425832,2,0,0,1,-17882,19294,37176,50,TRUE,0,3,0
James Maddison,MID,Leicester,0,0,4,0,1.8,212,26,1,0,1.8,0.8,2021-08-28T14:00:00Z,85,15,0,0,0,0,3,0,576886,2,1,15,2,-66037,31517,97554,69,FALSE,0,3,0
Kyle Walker,DEF,Man City,0,0,5,0,4.5,249,24,0,0,0.6,1.4,2021-08-28T11:30:00Z,45,1,0,0,0,0,3,0,454552,0,5,0,1,13112,41443,28331,55,TRUE,0,3,0
Vicente Guaita,GK,Crystal Palace,0,0,18,0,0,146,28,2,0,2.1,21.2,2021-08-28T14:00:00Z,90,19,0,0,0,0,3,2,408150,2,2,0,1,11176,34279,23103,45,FALSE,0,3,0
Moussa Djenepo,MID,Southampton,0,0,-6,0,12.7,350,25,1,0,4.8,0.2,2021-08-28T14:00:00Z,57,14,0,0,0,0,3,0,5723,2,2,35,0,190,1110,920,55,FALSE,1,3,0
Japhet Tanganga,DEF,Spurs,0,0,25,1,29,371,27,0,0,8.6,17.8,2021-08-29T13:00:00Z,90,18,0,0,0,0,3,0,205349,0,1,39,6,87778,106498,18720,45,TRUE,0,3,0
Pierre-Emile Højbjerg,MID,Spurs,0,0,18,1,21.4,365,27,0,0,5.8,27.8,2021-08-29T13:00:00Z,90,18,0,0,0,0,3,0,201443,0,1,9,3,-17736,12119,29855,50,TRUE,0,3,0
Trent Alexander-Arnold,DEF,Liverpool,0,2,24,0,76.6,237,23,1,0,13.3,27,2021-08-28T16:30:00Z,90,6,0,0,0,0,3,0,2561556,1,1,29,4,54202,153694,99492,75,TRUE,0,3,1
James Tarkowski,DEF,Burnley,0,0,12,0,0.1,98,29,1,0,4.4,25.2,2021-08-29T13:00:00Z,90,10,0,0,0,0,3,0,116507,1,1,19,2,-5061,7598,12659,50,TRUE,0,3,0
Cheikhou Kouyaté,DEF,Crystal Palace,0,0,17,0,1.8,150,28,2,0,1.8,16.6,2021-08-28T14:00:00Z,90,19,0,0,0,0,3,0,42760,2,2,0,1,1208,5677,4469,45,FALSE,0,3,0
Kristoffer Ajer,DEF,Brentford,0,0,10,0,3.5,483,21,1,0,2.2,14.6,2021-08-28T14:00:00Z,90,2,0,0,0,0,3,0,73855,1,1,4,2,8091,13571,5480,45,FALSE,0,3,0
Jack Grealish,MID,Man City,1,0,28,1,76.3,33,24,0,0,13.9,32.4,2021-08-28T11:30:00Z,90,1,0,0,0,0,3,0,1761282,0,5,30,6,71647,208409,136762,80,TRUE,0,3,0
Matthew Lowton,DEF,Burnley,1,1,24,0,11.1,110,29,1,0,6.6,36.4,2021-08-29T13:00:00Z,90,10,0,0,0,0,3,0,152267,1,1,18,6,-17711,3107,20818,45,TRUE,0,3,0
Rúben Santos Gato Alves Dias,DEF,Man City,0,0,30,1,26,262,24,0,0,4.5,17.2,2021-08-28T11:30:00Z,90,1,0,0,0,0,3,0,2029902,0,5,2,6,89485,164611,75126,60,TRUE,0,3,0
Ashley Barnes,FWD,Burnley,0,0,-5,1,11.6,105,29,0,0,2,2.2,2021-08-29T13:00:00Z,78,10,0,0,0,0,3,0,144074,1,1,6,1,239,25055,24816,55,TRUE,1,3,0
Daniel Bachmann,GK,Watford,0,0,24,0,0,389,27,1,0,4.3,42.8,2021-08-29T13:00:00Z,90,17,0,0,0,0,3,7,153208,0,1,0,4,-8930,4971,13901,45,FALSE,0,3,0
Romelu Lukaku,FWD,Chelsea,0,0,6,0,27.5,529,23,1,0,7.1,6.6,2021-08-28T16:30:00Z,90,11,0,0,0,0,3,0,1605827,1,1,37,2,437052,513795,76743,115,FALSE,0,3,1
William Troost-Ekong,DEF,Watford,0,0,12,0,0.3,387,27,1,0,1.2,11.8,2021-08-29T13:00:00Z,90,17,0,0,0,0,3,0,8399,0,1,0,2,-1024,260,1284,45,FALSE,0,3,0
Bernardo Mota Veiga de Carvalho e Silva,MID,Man City,1,0,14,0,3.9,261,24,0,0,3.1,5.8,2021-08-28T11:30:00Z,57,1,0,0,0,0,3,0,83477,0,5,21,4,-7514,3105,10619,70,TRUE,0,3,0
Conor Coady,DEF,Wolves,0,0,13,0,0,429,30,1,0,1.3,6.8,2021-08-29T15:30:00Z,86,13,0,0,0,0,3,0,467115,1,0,6,2,-33392,16170,49562,45,TRUE,0,3,0
Adam Lallana,MID,Brighton,0,0,8,0,2.2,53,22,2,0,0.3,0.8,2021-08-28T14:00:00Z,58,8,0,0,0,0,3,0,18657,2,0,0,1,-1250,1416,2666,55,TRUE,0,3,0
